precision_no,recall_no,f1_no,precision_yes,recall_yes,f1_yes,accuracy,precision_macro,recall_macro,f1_macro,matthews_corrcoef
0.81,0.88,0.84,0.62,0.48,0.53,0.76,0.72,0.68,0.69,0.39
