precision_no,recall_no,f1_no,precision_yes,recall_yes,f1_yes,accuracy,precision_macro,recall_macro,f1_macro,matthews_corrcoef
0.8,0.96,0.87,0.8,0.4,0.52,0.8,0.8,0.68,0.7,0.46
