precision_no,recall_no,f1_no,precision_yes,recall_yes,f1_yes,accuracy,precision_macro,recall_macro,f1_macro,matthews_corrcoef
0.7,1.0,0.82,0.0,0.0,0.0,0.7,0.35,0.5,0.41,0.0
