precision_no,recall_no,f1_no,precision_yes,recall_yes,f1_yes,accuracy,f1_macro,precision_macro,recall_macro,matthews_corrcoef
0.85,0.9,0.88,0.72,0.62,0.67,0.82,0.77,0.79,0.76,0.54
