precision_no,recall_no,f1_no,precision_yes,recall_yes,f1_yes,accuracy,f1_macro,precision_macro,recall_macro,matthews_corrcoef
0.85,0.9,0.87,0.7,0.61,0.65,0.81,0.76,0.77,0.75,0.52
