precision_no,recall_no,f1-score_no,support_no,precision_yes,recall_yes,f1-score_yes,support_yes,accuracy,precision_macro avg,recall_macro avg,f1-score_macro avg,support_macro avg,precision_weighted avg,recall_weighted avg,f1-score_weighted avg,support_weighted avg,matthews_corrcoef
0.86,0.72,0.78,743,0.51,0.71,0.59,304,0.71,0.68,0.71,0.69,1047,0.76,0.71,0.73,1047,0.39
