precision_no,recall_no,f1_no,precision_yes,recall_yes,f1_yes,accuracy,f1_macro,precision_macro,recall_macro,matthews_corrcoef
0.86,0.91,0.89,0.75,0.64,0.69,0.83,0.79,0.81,0.78,0.58
