precision_no,recall_no,f1_no,precision_yes,recall_yes,f1_yes,accuracy,precision_macro,recall_macro,f1_macro,matthews_corrcoef
0.95,0.48,0.63,0.42,0.94,0.58,0.61,0.69,0.71,0.61,0.39
