precision_no,recall_no,f1_no,precision_yes,recall_yes,f1_yes,accuracy,f1_macro,precision_macro,recall_macro,matthews_corrcoef
0.86,0.9,0.88,0.74,0.64,0.69,0.83,0.78,0.8,0.77,0.57
