precision_no,recall_no,f1-score_no,support_no,precision_yes,recall_yes,f1-score_yes,support_yes,accuracy,precision_macro avg,recall_macro avg,f1-score_macro avg,support_macro avg,precision_weighted avg,recall_weighted avg,f1-score_weighted avg,support_weighted avg
0.7817589576547231,0.9690444145356663,0.8653846153846154,743,0.8174603174603174,0.33881578947368424,0.4790697674418605,304,0.7860553963705826,0.7996096375575203,0.6539301020046753,0.672227191413238,1047,0.7921249685247334,0.7860553963705826,0.75321678942989,1047
