precision_no,recall_no,f1-score_no,support_no,precision_yes,recall_yes,f1-score_yes,support_yes,accuracy,precision_macro avg,recall_macro avg,f1-score_macro avg,support_macro avg,precision_weighted avg,recall_weighted avg,f1-score_weighted avg,support_weighted avg
0.7755813953488372,0.8977119784656796,0.8321896444167186,743,0.5935828877005348,0.3651315789473684,0.4521384928716904,304,0.7430754536771729,0.684582141524686,0.631421778706524,0.6421640686442045,1047,0.7227375115617465,0.7430754536771729,0.7218405039490122,1047
