precision_no,recall_no,f1-score_no,support_no,precision_yes,recall_yes,f1-score_yes,support_yes,accuracy,precision_macro avg,recall_macro avg,f1-score_macro avg,support_macro avg,precision_weighted avg,recall_weighted avg,f1-score_weighted avg,support_weighted avg
0.775330396475771,0.9475100942126514,0.8528164748637189,743,0.7194244604316546,0.32894736842105265,0.45146726862302483,304,0.7679083094555874,0.7473774284537128,0.638228731316852,0.6521418717433719,1047,0.759097918388463,0.7679083094555874,0.7362833720010914,1047
