classifier,precision_no,recall_no,f1-score_no,support_no,precision_yes,recall_yes,f1-score_yes,support_yes,accuracy,precision_macro avg,recall_macro avg,f1-score_macro avg,support_macro avg,precision_weighted avg,recall_weighted avg,f1-score_weighted avg,support_weighted avg
BernoulliNB,0.775330396475771,0.9475100942126514,0.8528164748637189,743,0.7194244604316546,0.32894736842105265,0.45146726862302483,304,0.7679083094555874,0.7473774284537128,0.638228731316852,0.6521418717433719,1047,0.759097918388463,0.7679083094555874,0.7362833720010914,1047
ComplementNB,0.7755813953488372,0.8977119784656796,0.8321896444167186,743,0.5935828877005348,0.3651315789473684,0.4521384928716904,304,0.7430754536771729,0.684582141524686,0.631421778706524,0.6421640686442045,1047,0.7227375115617465,0.7430754536771729,0.7218405039490122,1047
MultinomialNB,0.7541152263374485,0.9865410497981157,0.8548104956268222,743,0.8666666666666667,0.2138157894736842,0.3430079155672823,304,0.7621776504297995,0.8103909465020576,0.6001784196359,0.5989092055970522,1047,0.7867949186584441,0.7621776504297995,0.7062068811682739,1047
LinearSVC,0.7858823529411765,0.8990578734858681,0.8386691776522285,743,0.6192893401015228,0.40131578947368424,0.48702594810379246,304,0.7545367717287488,0.7025858465213497,0.6501868314797762,0.6628475628780105,1047,0.7375115068062627,0.7545367717287488,0.7365683736572671,1047
SVC,0.7817589576547231,0.9690444145356663,0.8653846153846154,743,0.8174603174603174,0.33881578947368424,0.4790697674418605,304,0.7860553963705826,0.7996096375575203,0.6539301020046753,0.672227191413238,1047,0.7921249685247334,0.7860553963705826,0.75321678942989,1047
