precision_no,recall_no,f1-score_no,support_no,precision_yes,recall_yes,f1-score_yes,support_yes,accuracy,precision_macro avg,recall_macro avg,f1-score_macro avg,support_macro avg,precision_weighted avg,recall_weighted avg,f1-score_weighted avg,support_weighted avg
0.7541152263374485,0.9865410497981157,0.8548104956268222,743,0.8666666666666667,0.2138157894736842,0.3430079155672823,304,0.7621776504297995,0.8103909465020576,0.6001784196359,0.5989092055970522,1047,0.7867949186584441,0.7621776504297995,0.7062068811682739,1047
