precision_no,recall_no,f1_no,precision_yes,recall_yes,f1_yes,accuracy,precision_macro,recall_macro,f1_macro,matthews_corrcoef
0.76,0.97,0.85,0.77,0.26,0.39,0.76,0.77,0.62,0.62,0.35
