precision_no,recall_no,f1_no,precision_yes,recall_yes,f1_yes,accuracy,precision_macro,recall_macro,f1_macro,matthews_corrcoef
0.81,0.7,0.75,0.22,0.33,0.26,0.63,0.51,0.52,0.51,0.03
