precision_no,recall_no,f1_no,precision_yes,recall_yes,f1_yes,accuracy,precision_macro,recall_macro,f1_macro,matthews_corrcoef
0.92,0.92,0.92,0.67,0.67,0.67,0.87,0.79,0.79,0.79,0.58
