precision_no,recall_no,f1_no,precision_yes,recall_yes,f1_yes,accuracy,precision_macro,recall_macro,f1_macro,matthews_corrcoef
0.89,0.92,0.9,0.61,0.52,0.56,0.84,0.75,0.72,0.73,0.47
