precision_no,recall_no,f1_no,precision_yes,recall_yes,f1_yes,accuracy,precision_macro,recall_macro,f1_macro,matthews_corrcoef
0.81,0.91,0.86,0.7,0.49,0.57,0.79,0.76,0.7,0.72,0.45
