precision_yes,recall_yes,f1-score_yes,support_yes,precision_no,recall_no,f1-score_no,support_no,accuracy,precision_macro avg,recall_macro avg,f1-score_macro avg,support_macro avg,precision_weighted avg,recall_weighted avg,f1-score_weighted avg,support_weighted avg
0.78,0.89,0.83,743,0.58,0.38,0.45,304,0.74,0.68,0.63,0.64,1047,0.72,0.74,0.72,1047
