precision_yes,recall_yes,f1-score_yes,support_yes,precision_no,recall_no,f1-score_no,support_no,accuracy,precision_macro avg,recall_macro avg,f1-score_macro avg,support_macro avg,precision_weighted avg,recall_weighted avg,f1-score_weighted avg,support_weighted avg
0.78,0.97,0.86,743,0.8,0.32,0.45,304,0.78,0.79,0.64,0.66,1047,0.78,0.78,0.74,1047
