precision_no,recall_no,f1_no,precision_yes,recall_yes,f1_yes,accuracy,precision_macro,recall_macro,f1_macro,matthews_corrcoef
0.79,0.94,0.86,0.72,0.37,0.49,0.78,0.75,0.65,0.67,0.39
