precision_no,recall_no,f1_no,precision_yes,recall_yes,f1_yes,accuracy,precision_macro,recall_macro,f1_macro,matthews_corrcoef
0.85,0.81,0.82,0.6,0.65,0.61,0.76,0.72,0.73,0.72,0.45
