precision_no,recall_no,f1-score_no,support_no,precision_yes,recall_yes,f1-score_yes,support_yes,accuracy,precision_macro avg,recall_macro avg,f1-score_macro avg,support_macro avg,precision_weighted avg,recall_weighted avg,f1-score_weighted avg,support_weighted avg,matthews_corrcoef
0.9,0.72,0.8,743,0.54,0.79,0.64,304,0.74,0.72,0.76,0.72,1047,0.79,0.74,0.75,1047,0.47
