precision_no,recall_no,f1_no,precision_yes,recall_yes,f1_yes,accuracy,precision_macro,recall_macro,f1_macro,matthews_corrcoef
0.86,0.93,0.89,0.79,0.64,0.7,0.85,0.83,0.78,0.8,0.61
