precision_no,recall_no,f1_no,precision_yes,recall_yes,f1_yes,accuracy,precision_macro,recall_macro,f1_macro,matthews_corrcoef
0.85,0.93,0.89,0.77,0.6,0.67,0.83,0.81,0.76,0.78,0.57
