precision_no,recall_no,f1-score_no,support_no,precision_yes,recall_yes,f1-score_yes,support_yes,accuracy,precision_macro avg,recall_macro avg,f1-score_macro avg,support_macro avg,precision_weighted avg,recall_weighted avg,f1-score_weighted avg,support_weighted avg
0.83,0.91,0.87,743,0.72,0.55,0.62,304,0.81,0.78,0.73,0.75,1047,0.8,0.81,0.8,1047
